query,intent
씹딱꿍,1
씹때꺄,1
씹때끼,1
씹떼,1
씹떼끼,1
씹물,1
씹밸,1
씹벌,1
씹보지년,1
씹블,1
씹빡,1
씹빨,1
씹뻘,1
씹새꺄,1
씹새캬,1
씹새키,1
씹색꺄,1
씹색끼,1
씹색히,1
씹샛길,1
씹생알,1
씹세끼,1
씹세이,1
씹쉐리,1
씹쉐이,1
씹쉑,1
씹쉑히,1
씹쌔기,1
씹쌔꺄,1
씹쌔끼,1
씹쌔키,1
씹쎄,1
씹쎄끼,1
씹쒜,1
씹씨키,1
씹알,1
씹연,1
씹탱구리,1
씹팔년,1
씹팔련,1
씹팔연,1
씹펄,1
씹풀,1
씹할련,1
씹할연,1
씻끼,1
씻발,1
씻벌,1
씻뻘,1
씻퐁,1
씾팔,1
앂년,1
앂팔,1
아이템매니아,1
아이템메니아,1
아이템베이,1
안에사정,1
알몸,1
알몸공개,1
알몸사진,1
알몸쇼,1
애액,1
앰병,1
앰창,1
야녀,1
야동,1
야설,1
에믜,1
에미,1
여자보지,1
염병할,1
엿먹,1
엿먹어,1
오나니,1
오랄,1
오럴,1
오럴섹스,1
오르가즘,1
옹녀,1
왕보지,1
왕자지,1
원조교재,1
원조교제,1
원조알바,1
월경,1
유두,1
유방,1
육봉,1
육시랄,1
윤간,1
윤락,1
음경,1
음담패설,1
음란,1
음순,1
음액,1
음욕,1
입사후장,1
입안사정,1
자위,1
자위기구,1
자위남,1
자위녀,1
잡뇬,1
젓가튼,1
젓같은,1
젓까,1
젓까는,1
젓나,1
젓나게,1
젓마난,1
젓만한,1
젓밥,1
젓빠지게,1
정자,1
젖가튼,1
젖같은,1
젖까,1
젖까는,1
젖꼭지,1
젖나게,1
젖도,1
젖마난,1
젖만한,1
젖물,1
젖빠지게,1
젖탱이,1
젖통,1
조가틍,1
조까는,1
조까라,1
조까튼,1
조루,1
조빠라,1
조빠지게,1
조빱,1
조옷나,1
조카툰,1
조털,1
족가튼,1
좃,1
좃가튼,1
좃같은,1
좃까는,1
좃까라,1
좃나,1
좃나게,1
좃도,1
좃물,1
좃빠지게,1
좄까,1
좆구녕,1
좆까는,1
좆대가리,1
좆도,1
좆물,1
좇,1
좇까,1
죳,1
죶,1
죶가튼,1
죶빠지게,1
짬지,1
찌찌,1
창남,1
창녀촌,1
창년,1
창뇨,1
창뇬,1
챵녀,1
챵년,1
챵뇬,1
처녀막,1
최음제,1
카섹,1
카섹스,1
캐세끼,1
캐쉬버그,1
캐시버그,1
큰보지,1
큰자지,1
페니스,1
포르노,1
포르노사진,1
포르노섹스,1
폰색,1
폰세엑,1
폰섹,1
폰섹스,1
폰쉑,1
폰쌕,1
폰쎅,1
프리섹스,1
플레이보지,1
한번꽂자,1
한번주께,1
한번줄래,1
핥아주께,1
핧아줄께,1
함대주까,1
함대줄래,1
함빨자,1
항문,1
허벌,1
허벌창,1
호로년,1
호로새리,1
호로색끼,1
호로자슥,1
호로자식,1
호모섹기,1
호모쎄끼,1
호빠,1
호스트바,1
호스트빠,1
혼음,1
화냥,1
화냥년,1
화류,1
화양년,1
후레자식,1
후장입사,1
ac발,1
x대가리,1
개같은년,1
개좆같은년,1
강아지같은사람아,1
릉주대 원캠 동아리 종류,2
강릉원주대학교 원주캠퍼스 동아리 종류,2
강릉원주대학교 원주캠 도아리 종류,2
강릉원주대학교 동아리 종류 알려줘,2
기독교 동아리 종류 알려줘,2
힙합동아리 종류 알려줘,2
공연 동아리 종류 알려줘,2
어쿠스틱 밴드 동아리 종류 알려줘,2
여자 댄스 동아리 종류 알려줘,2
밴드 동아리 종류 알려줘,2
치어리딩 동아리 종류 알려줘,2
패션 동아리 종류 알려줘,2
사진 동아리 종류 알려줘,2
보드게임 동아리 종류 알려줘,2
그림 동아리 종류 알려줘,2
볼링 동아리 종류 알려줘,2
테니스 동아리 종류 알려줘,2
농구 동아리 종류 알려줘,2
봉사 동아리 종류 알려줘,2
게임 개발 동아리 종류 알려줘,2
취업 동아리 종류 알려줘,2
동아리 뭐있어,2
도아리 종류 알려줘,2
도아리 머있어,2
동아리 머머이써,2
동아리 머잇어,2
릉주대 동아리 몇 개야?,2
강릉원주대학교 동아리 머머잇어,2
릉주대 동아리 종류,2
중앙동아리 분과 종류 알려줘,2
기독교 동아리에 대해 알려줘,2
기독교 동아리는 하나만 있어?,2
기독교 동아리는 뭐뭐 있어?,2
기독교 동아리는 뭐가 있어?,2
학교 동아리 뭐뭐 있어?,2
학교 동아리 종류 알려줘,2
릉주대 원캠 동아리,2
동아리 종류,2
릉주대 동아리 뭐있어?,2
릉주대 동아리 몇개야?,2
적합한 디코더 종류를 찾아서 선택해주시면 됩니다,2
태블릿 종류가 어떻게 되시나요,2
지금 사용 중이신 핸드폰 종류가 어떻게 되실까요,2
혹시 지금 사용하고 계신 브라우저가 어떤 종류이실까요,2
알림 발송 시간과 알림 종류를 선택한 후 적용을 클릭하시면 되세요,2
지금 이용중이신 핸드폰 종류가 어떻게 되십니까,2
복사 카드가 두 종류가 있는데요,2
아 그래요 전 무슨 다른 종류들이 있는지 알았어요,2
신기한 건 종류가 다 달라.,2
선물해야하는데 종류 넘많아요,2
나는 꼬치 종류는 다 좋아,2
그러고보면 예방주사 종류도 엄청 많아 ,2
보통하는데 몇 종류는 안해,2
어떤 종류의 백신을 맞았어?,2
종류별로 많이 먹어서 피부 미용은 좋겠네요,2
열대어도 종류가 다양하잖아.,2
요즘은 장례도 여러 종류가 있어서 마음에 드는 방식으로 선택할 수 있대,2
영양제 몇 종류 먹어?,2
요즘 진짜 건강보조제 챙겨먹을라치면 종류가 늠 많아요ㅠ,2
간장이랑 양념새우장 2종류 샀어,2
파는 약 종류가 조금 약국보다는 확실히 적긴 하지?,2
너 특목고 종류 뭐 있는지 알아?,2
어떤 종류의 게임인거야?,2
차종류는 아는게 별로 없어서 ?싼타페 어떨까요?,2
요즘 눈 성형수술도 종류가 다양하게 있더라.,2
그치. 쌍커풀 수술만 해도 종류가 다양하잖아.,2
쌍커풀 수술이 종류가 다양해?,2
특히 약 종류는 더더욱 키키,2
응응 에어팟 케이스나  먹거리나 옷이나 종류도 엄청 많아!,2
뭐 먹을꺼야 종류 골라봐,2
버거 종류 머 있지?,2
그것도 종류별로 가격이 다르구나,2
탄수화물 종류를 너무 안 먹은 거 아니야?,2
술 종류도 많이 팔아,2
맞아  그리고 종류도 많아서 거리상으로 제약만 없으면 괜찮을 것 같아. ,2
나는 면 종류,2
그냥 종류 불문하고 하하 같이 공부하는거 좋은 듯!,2
종류별로 먹어봐,2
유산균마다 들어있는 종류가 다달라서 그렇게 먹어.,2
그거 다양한 종류했었는데,2
강아지 종류가 뭐야?,2
근데 제복도 종류가 어려개더라,2
그래도 뱀 종류잖아ㅠㅠ,2
맞아 종류 정말 다양해,2
어떤 게임 종류 좋아해?,2
진짜 종류가 다양하네,2
진짜사나이 보고 있는데 군가도 종류가 다양하네?,2
아... 그래? 종류가 많나보구나,2
꼭 치마나 시스루 옷종류 그렇더라구요 그뒤로 옷은 판매 안해요 ㅠㅠ,2
그거 알아? 탈영도 종류가 있대.,2
무슨 종류가 있는데?,2
하긴 가디건 종류는 비싸지,2
미사일의 한 종류인데 잠수함 발사탄도 미사일이야.,2
궁금해서 국방부 홈페이지에 가봤는데  병역 종류가 세 가지가 있구나.,2
근데 저는 비타민도 좀 안맞는게 있어서 속이 메슥거리는 종류들도 있었어요 ㅠㅠ,2
맞아. 요즘 유행이라 사는 사람 많아서 그런지 종류가 다양하더라고.,2
응  매니큐어 종류도 다양하기도 하고 요즘은 인조 네일도 많이 팔더라고,2
어떤 종류 사려구?,2
옷 종류 보고 있어,2
이번에 집도 큰걸로 바꿔주고 사료도 종류별로 사봤어 입맛이 워낙 까다로운 놈이거든,2
특이 종류 반려동물은 더욱더 공부가 필요한 것 같아.,2
나물도 종류별로 있고 국이랑 죽까지 다양하게 먹을만 해.,2
그러게... 무튼 난 새 종류의 반려동물을 키우려구,2
잘했네 키키 어떤 종류의 니트인데?,2
효과보면 추천해줄게. 종류 정말 많더라.,2
맞아. 나도 찾아봤었는데 종류가 너무 많았어.,2
구피같은 종류인데 키우기 쉬워.,2
또 종류가 더 다양하니까 하하 편의점은 비싸 ㅠㅠ,2
거기 생각보다 책종류가 없어요,2
사직동에 교육도서관이 책 종류는 정말 많은것 같아요,2
요즘 주사종류가 많아,2
종류가 엄청 많아,2
그러니까요 애견 보험 진짜 종류 많아요,2
오 고마워 커피머신이 종류도 많아서 찾기가 어렵더라고ㅠㅠ,2
맞아 종류 진짜 많던데 11번가는 최근에 아마존 그것도 시작해가지구 직구도 편하게 할 수 있대,2
맞아 종류가 다양해,2
응 종류 엄청 많아,2
너 새 종류도 싫어하지?,2
차 종류 엄청 많더라,2
응  아로마 종류에 따라 효과가 다르니까 언니가 좋아하는 향이나 필요한 효과에 맞춰서 사면 돼,2
손에서 조금 녹이고 사용하는 게 좋다고 하더라고  종류마다 조금씩 다르니까 더 찾아보는 게 좋아 ,2
그거도 종류가 좀 있나봐,2
진짜 종류가 너무 많은데 차이가 있나?,2
향 종류는 많으니까 또 취향인 향이 있을 거야. ,2
종류가 아주 다양해,2
동물들도 그 동물의 종류가 되게 많대,2
맞아 펭귄도 종류가 엄청 많아,2
견종? 강아지? 강아지도 종류가 다양하지 어떤 견종 좋아해?,2
너는 어떤 종류의 강아지를 키워?,2
비숑에도 종류가 여러가지라던데?,2
그래? 어떤 종류가 있어?,2
어떤 종류의 스터디야?,2
먹고 싶은 종류가 많아,2
다 다르니 제품종류가 다양하게 나오는거겠죠(?)^^ 정답은없고 본인에게 맞추는것! ,2
레일바이크도 종류가 다양해서 하하,2
그런 비슷한 종류로 더 파이팅이라는 만화도 괜찮겠다 ,2
한살림이나 자연드림같은 종류의 제품이니?,2
가끔 케이크가 먹고 싶으면 초코 케이크를 제일 좋아해서 그거 하나 시키고 아니면 빵 종류도 같이 먹어!,2
글쎄 모르지 그래도 단 2종류를 비교해놓고 단정 짓는것도 실험이 웃기긴 하지,2
맞아 개인이 구매하기엔 게임 종류가 너무 많지,2
하하 회천초밥으로 종류별로 먹었어,2
스타필드에 게임 종류 많아?,2
보톡스도 턱  종아리  승모근 종류가 많아서 한 번쯤 맞아봐도 나쁘지 않을 것 같아,2
우와 생각보다 종류가 많구나! ,2
피자 종류 뭐가 좋아,2
커피대신 차종류는 어때?,2
차 종류가 진짜 좋긴한데.,2
종류가 엄청 많고 엄청 비싸,2
어떤 펌? 펌도 종류가 많잖아,2
그런데 단백질의 종류가 달라서 대체할 수는 없다고 해.,2
그거 소스 여러 종류야,2
응  캐릭터 형태도 있고 종류도 다양해서 보는 재미가 있어,2
PE는 여러 종류야,2
우리나라 기술사 여러 종류 있는 거처럼.,2
맞아  사료도 종류가 많아,2
종류별로 사봤다 키키,2
화장품 종류는 크게 뭘로 나뉘어?,2
그렇구나  판매 종류가 많은 편이야?,2
오  판매 종류도 많고 무게를 재서 가격을 측정하기 때문에 1인 가구 입장에선 경제적이고 좋겠다 ,2
조명도 좋겠다 종류도 다양하잖아,2
홈쇼핑 방송도 종류가 엄청 많더라,2
맞아 요즘에는 진짜 종류많더라고,2
응 근데 녹차도 실제로는 종류가 많아서 텁텁한 맛부터 단맛까지 다양하데.,2
햄스터 종류면 냄새가 심할텐데요,2
오 차 종류가 다양함,2
초밥 전문 부페가 아니다 보니까 종류가 별로 없더라고.,2
약간 니트 종류나 한번 볼려고 그랬지.,2
슈렉팩이 여러 종류인가요?,2
하키에도 종류가 있다는데?,2
생각보다 종류가 많네?,2
뭔가 더 역동적이고 돔종류 회먹고 싶어서.,2
응 그래서 핸드크림 여러 종류 보내주려구,2
그래 뭐가 맞을 지 모르니까 종류 여려개 보내주는 게 좋겠다,2
종류가 정말 많아 야채도 들어가 있고,2
음료는 어떤 종류를 좋아하세요?,2
일리 있네. 복권같은 것이랑은 또 다른 종류니까 너희들이 생각이 궁금했어! ,2
종류는 뭐뭐있는데?,2
과일도 종류가 많은거 같지 않아서 매번 쓰다가 컨닝을 하게 되요,2
무슨 종류로 먹고 싶어,2
처음 사보는 종류의 천이라 걱정했는데 괜찮게 온 것 같아.,2
어릴 때 듣던 매미소리랑은 다른 종류의 매미라고 들었어,2
종류 불문하고 다 좋은데?,2
대신 생물같은 신선제품 종류는 온라인으로 안 팔기는 해,2
어떤 종류를 시술 받을 거니?,2
종류가 뭐뭐 있어?,2
당구에도 종류가 많았구나.,2
원래 테일즈런너 이런 종류의 달리기 게임만 해봐서 잘 할 수 있을지 모르겠다.,2
송편은 추석 끝나서 안하는 것같고 여러가지 떡종류 있던데 새로운 떡으로 사볼께 하하,2
벤츠도 종류가 많잖아,2
그럼 반찬종류도 좀 사야겠다 ,2
스페인 음식 종류 엄청 많지,2
감정노동의 한 종류여서 힘들 듯 ,2
어떤 종류가 있어?,2
종류가 다양하구나.,2
웅 키키 그리고 미국 영양제들은 되게 종류가 다양해,2
과 자 종류랑음료수도 있고 ** 오랜지주스 키키,2
엄청많이 종류별로보내줘서 키키 기간동안에 먹겠더라,2
이마트 종류 많아?,2
이런 저런 종류를 다 좋아하는 편이지 키키,2
난 그런 종류는 잘 안맞는 것 같아 ,2
종류별로 고를수도 있고 설명도 잘되어 있어서 좋더라,2
코로나 백신도 종류가 점점 늘어나는군요.,2
응 종류도 많고 가성비 좋아,2
그래 하나 배워보자. 문화센터 같은데도 종류가 많더라고.,2
종류가 정말 다양한가 보다. 재밌어 보여,2
고양이 물건들이 종류가 너무 많구나,2
자기는 콘종류를 좋아하는구나.,2
어떤 종류의 만화를 좋아해?,2
나는 물고기 종류 중에서 구피 키워봤어,2
이것저것 종류가 많더라,2
그런 종류도 많이 들었지.,2
영양제도 공부하다보면 종류가 정말 많아,2
종류도 많은데 브랜드도 많아서 고르기 어렵더라,2
맞아  종류도 다양하고 근무 조건도 다양하지,2
캐릭터가 여러 종류더라고,2
종류가 얼마나 다양한데!,2
운동화나 스니커즈 종류 추천할게,2
여행가면 숙소는 무조건 깨끗해야해 종류는 상관없어,2
생선 종류만 거기서 사고 키키,2
요즘 콘 아이스크림 종류가 많아져서 구구콘은 쳐다도 안 봐.,2
되게 다양한 종류의 생맥주를 팔더라고.,2
위에 말한 그런 곳 가서 종류별로 하는것도 좋지 ,2
종류가 많으니까 잘 비교해 보고 구매해,2
여자 옷도 종류가 진짜 너무 많더라,2
모구모구를 종류별로 사 왔어.,2
내가 가는 편의전에서는 한 종류밖에 못 본 것 같아.,2
나도 오랜만에 들렀더니 종류가 많아서 놀랐어.,2
네이버가 종류가 많더라구,2
그래? 종류가 여러개던데 어떤 걸로 샀어?,2
음 기억도 안나요 그냥 티 종류를 먹던가 스무디를 먹던가 안 먹던가 했나 봐요,2
응 나는 페라리 종류를 좋아해,2
그거 종류 많잖아.,2
맞어 종류별로 다 모으는 중이야,2
과일 종류가 별로 없으니깐 미리미리 확인해 보시고 빙고게임 하세요,2
종합비타민도 종류가 너무 많아서 뭘 먹어야하지?,2
그렇구나 나도 그런 종류로 바꿔볼까,2
어떤 종류로 알려 줄까,2
음... 일 종류에 따라 다른데 일단 최저시급 보다는 더 줘야겠지?,2
응 그런데 같은 투썸이지만 신기한 게 종류가 다 달라.,2
**이 인기 많네~. 어떤 종류인지 나도 궁금하다.,2
그 종류의 강아지들은 털을 엄청나게 길게 길렀던 게 생각나네. 키키 ,2
오늘 또 신규 코인 두종류가 상장됐더라,2
사격도 종류가 있는거 알아?,2
고양이 종류는 싫어요 강아지 좋아하는편인데 큰거는 무섭더라고요 ,2
종류 엄청 다양해,2
탄탄면 같은 면 종류도 많아,2
내가 교통편을 좀 알아봤는데 종류에 따라 가격이 조금 달라서 다들 의견을 말해줬으면 좋겠어.,2
필요하긴 하지 그런데 차의 종류에 따라 또 사람들이 달라지니까,2
어떤 종류?,2
응  그리고 유지도 오래 안되서 펌 종류에 상관없이 파마는 사양하고 싶어,2
강아지 종류를 잘 아세요?,2
웹드라마도 종류가 많은가 보네?,2
맞아 요즘 종류가 정말 많아졌어,2
아이돌 굿즈 종류도 정말 많더라,2
종류에 따라 환불이 안될수도 있을거 같아,2
방치형 게임이야? 아니면 종류가 뭐야?,2
게임의 종류가 아직은 더 많아,2
우와! 재밌겠다. 스포츠카 종류 많나보네,2
교통수단 종류에 따라 다르지.,2
두 종류에다 양도 적어서 빨리 먹을수있겠다,2
그런데 게임 종류가 많아서 이용하는 사람들도 많더라 ,2
스테이크 샐러드랑 쉬림프 로제 파스타  베이컨 필라프 3종류 하하,2
내가 생각 하기에는 장난감 종류가 제일 유용하게 쓰일 것 같아.,2
장난감 종류만 봐도 정말 여러가지야,2
강아지 목줄의 종류도 여러가지 여서 체형에 맞게 착용하는게 좋은 것 같아,2
그리고 종류도 너무 많아서 뭐가 좋은 지도 잘 모르겠어.,2
하긴 근데 테마는 종류도 별로 없고,2
쇼핑앱 종류가 뭐가 있지?,2
키키 응응 뭔가 그런 종류는 안좋아하나봐,2
치킨 기프티콘  카페 기프티콘 등 찾아보면 종류도 엄청 많아!,2
쿠폰 종류가 어떻게 돼?,2
마차 종류별로 주문해 볼까?,2
종류 마다 다르겠지만 나는 엄청 오래 쓰는 편이야.,2
음식 종류는 별로 없거든,2
뭘까요~ 함소아 영양제 종류 진짜 많죠.,2
에이 아무래도 밖에서 파는게 종류도 많고 하겠지 뭐~,2
쿠폰으로 먹는 케이크랑 커피는 종류가 뭐야?,2
응 종류도 엄청 다양해,2
미용주사에도 종류가 많더라고,2
영어 시험 종류가 어느 정도 되니?,2
직무 특수성 및 생활여건을 고려하여 지급하는데요. 종류가 많더라고요.,2
어떤 종류가 있나요?,2
그것도 상 종류는 많더라,2
하하 그냥 간단한 문서 작업하고 오려고 혹시 차종류도 좋아해?,2
하하 그럼 좋아하는 티 종류 있어?,2
카드 종류 말하는거야?,2
썬크림도 바르고 로션 종류 많이 바르는 것 같아,2
고기 종류 되게 많은데 어떤 걸로 해?,2
그런 종류의 놀이는 전세계적으로 다 있지 않냐?,2
나도 지금 알아보고 있는데 여기 할인하는 핸드폰의 종류가 많다~,2
아마 안약 종류마다 다를걸.,2
그래야 되겠어 종류가 워낙 많아서.,2
응 예전보다 전기 차 종류도 많아 졌어,2
백신 종류는 뭐래?,2
나는 면 종류가 좋아,2
요즘 김밥 종류도 많아졌어,2
아뇨 그런건 아닌데 그냥 그런종류에 동물들을 안좋아해요,2
그건 종류가 다른데  또 뭐라고 할 수 없네요,2
같은 굿즈 종류별로 6개씩 사고 같은 앨범을 6장을 사는데?,2
게임 종류가 하도 많아서 뭐가 있을까,2
직업 종류는 많아?,2
네종류 키키 항상 있나,2
4종류는 항상 있어야해 키키 안떨어지게...,2
응 근데 사마귀가 종류가 되게 많다,2
아니 사마귀가 무슨 종류가 많다고 그래,2
옷은 아무래도 취향도 타고 브랜드도 종류가 많잖아 ,2
그러니깐 종류가 많아졌어,2
다른 종류의 격투 무술을 하는 선수들끼리 대결하는 거야^^,2
밀 키트 종류 보니까 멕시칸 타코 파티 팩도 있어,2
그니까 종류가 엄청 다양해,2
종류도 너무 많고 어떤거 먹어야할지도 잘 모르겠어.,2
한식 먹을 종류가 많지,2
다양한 종류 만두 도전하고파 키키,2
요즘은 직업의 종류가 진짜 다양해 그치?,2
맞아 과거에 비해 직업의 종류도 많이 바뀐거 같아,2
응 직업의 종류는 참 많으니 검색해도 끝이 없네,2
게임들이 종류가 다 다른데 너무 한 종류만 한거 아니야?,2
나는 전종류! ,2
응응 여러종류 있으니 비교해봐~ ,2
차 종류도 나쁘진 않다 하하,2
**아 너 립 어떤 종류 선호해?,2
회식하면 주로 어떤 종류를 먹으러 가?,2
음 요즘엔 어떤 종류가 끌리는디?!,2
종류가 있나요?,2
어 다른거지 도마뱀 종류인데 달라,2
